,LURN_SAK,INCIDENT_DATE,CATEGORY,STAT,ADDRESS,LONGITUDE,LATITUDE,PART_CATEGORY
19611,18645385,07/21/2018 09:10:00 PM,NARCOTICS,185,"FAIRFAX AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.361,34.09,2
19612,18647141,07/23/2018 10:49:00 PM,NARCOTICS,185,"SWEETZER AVE AND WARING AVE, WEST HOLLYWOOD, CA",-118.37,34.085,2
19613,18652015,07/29/2018 12:00:00 AM,NARCOTICS,185,"FAIRFAX AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.361,34.09,2
19614,18656743,08/02/2018 10:20:00 PM,NARCOTICS,185,"1200 VISTA ST, WEST HOLLYWOOD, CA  90069",-118.351,34.092,2
19615,18678125,08/25/2018 04:00:00 AM,NARCOTICS,185,"FAIRFAX AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.361,34.09,2
19735,18476317,01/26/2018 01:30:00 PM,LARCENY THEFT,389,"1400 CRESCENT HEIGHTS BLVD, WEST HOLLYWOOD, CA  90046",-118.366,34.096,1
19741,18476890,02/02/2018 12:10:00 AM,BURGLARY,61,"1100 GREENACRE AVE, WEST HOLLYWOOD, CA  90069",-118.349,34.092,1
19747,18443851,12/18/2017 08:30:00 AM,BURGLARY,64,"1000 GARDNER ST, WEST HOLLYWOOD, CA",-118.353,34.09,1
19800,18481409,02/07/2018 08:26:00 PM,ROBBERY,42,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,1
19803,18453155,01/10/2018 10:46:18 PM,WEAPON LAWS,151,"1200 FORMOSA AVE, WEST HOLLYWOOD, CA",-118.346,34.093,2
19810,18756567,11/13/2018 10:30:00 PM,ROBBERY,41,"7900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.364,34.09,1
19866,18564603,04/29/2018 03:52:00 AM,BURGLARY,71,"1100 HACIENDA PL, WEST HOLLYWOOD, CA",-118.375,34.092,1
19924,18689355,09/06/2018 01:30:00 AM,WEAPON LAWS,152,"MARTEL AVE AND FOUNTAIN AVE, WEST HOLLYWOOD, CA  90046",-118.35,34.094,2
19948,18486400,02/10/2018 10:07:30 PM,BURGLARY,68,"8400 FOUNTAIN AVE, WEST HOLLYWOOD, CA",-118.376,34.092,1
19951,18483134,02/04/2018 11:07:30 PM,FELONIES MISCELLANEOUS,339,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,2
19996,18493417,02/17/2018 12:30:00 AM,LARCENY THEFT,387,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
20074,18717730,09/13/2018 02:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"8800 MELROSE AVE, WEST HOLLYWOOD, CA  90069",-118.385,34.081,2
20108,18788259,12/21/2018 06:07:30 AM,BURGLARY,68,"1000 CAROL DR, WEST HOLLYWOOD, CA",-118.39,34.089,1
20119,18569570,05/05/2018 12:05:00 AM,NARCOTICS,183,"8500 HOLLOWAY DR, WEST HOLLYWOOD, CA",-118.378,34.09,2
20134,18696645,09/13/2018 02:31:00 PM,FELONIES MISCELLANEOUS,339,"700 N SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.383,34.084,2
20216,18488076,02/09/2018 10:30:00 PM,LARCENY THEFT,340,"8300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.372,34.09,1
20218,18488102,02/13/2018 04:10:00 PM,LARCENY THEFT,387,"7400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.09,1
20485,18626340,06/29/2018 03:45:00 PM,FORGERY,105,"1000 WESTMOUNT DR, WEST HOLLYWOOD, CA  90069",-118.378,34.089,2
20517,18737414,10/25/2018 05:30:00 PM,NON-AGGRAVATED ASSAULTS,144,"900 HANCOCK AVE, WEST HOLLYWOOD, CA  90069",-118.381,34.087,2
20533,18654246,07/31/2018 02:57:14 PM,NON-AGGRAVATED ASSAULTS,146,"8800 CYNTHIA ST, WEST HOLLYWOOD, CA  90069",-118.383,34.087,2
20584,18485240,01/05/2018 12:00:00 AM,FORGERY,103,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.368,34.091,2
20598,18498437,02/22/2018 04:15:00 PM,NON-AGGRAVATED ASSAULTS,144,"SANTA MONICA BLVD AND FAIRFAX AVE, WEST HOLLYWOOD, CA  90046",-118.361,34.09,2
20599,18497523,02/06/2018 11:57:30 PM,LARCENY THEFT,87,"1400 HAVENHURST AVE, WEST HOLLYWOOD, CA",-118.367,34.096,1
20697,18595669,05/31/2018 12:10:00 AM,NON-AGGRAVATED ASSAULTS,146,"MELROSE AVE AND ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.08,2
20765,18632526,07/08/2018 02:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"9200 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.392,34.09,2
20825,18463302,01/21/2018 10:00:00 AM,ARSON,271,"1000 HAYWORTH AVE, WEST HOLLYWOOD, CA  90046",-118.363,34.09,1
20833,18558448,04/24/2018 01:00:00 AM,LARCENY THEFT,342,"500 WESTMOUNT DR, WEST HOLLYWOOD, CA  90069",-118.378,34.08,1
20846,18602752,06/07/2018 04:50:00 AM,BURGLARY,71,"1100 LA BREA AVE, WEST HOLLYWOOD, CA  90046",-118.343,34.091,1
20872,18494163,02/18/2018 03:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,2
20890,18785385,12/15/2018 02:00:00 AM,VANDALISM,263,"800 KINGS RD, WEST HOLLYWOOD, CA",-118.372,34.085,2
20917,18493779,02/18/2018 06:27:00 AM,MISDEMEANORS MISCELLANEOUS,391,"600 SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.383,34.081,2
20926,18792114,10/22/2018 01:30:00 PM,LARCENY THEFT,84,"SWEETZER AVE AND DE LONGPRE AVE, WEST HOLLYWOOD, CA",-118.37,34.095,1
20958,18462790,01/04/2018 01:00:00 AM,LARCENY THEFT,87,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
20963,18485441,02/10/2018 09:44:00 PM,GRAND THEFT AUTO,91,"400 ROBERTSON BLVD, WEST HOLLYWOOD, CA  90048",-118.384,34.079,1
21015,18666401,08/13/2018 02:20:00 PM,BURGLARY,65,"1000 HAVENHURST DR, WEST HOLLYWOOD, CA",-118.367,34.089,1
21089,18476777,02/02/2018 02:30:00 PM,WEAPON LAWS,152,"FORMOSA AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.346,34.09,2
21175,18445834,01/03/2018 06:00:00 AM,GRAND THEFT AUTO,91,"1000 GARDNER ST, WEST HOLLYWOOD, CA",-118.353,34.089,1
21260,18551239,04/17/2018 12:56:00 AM,ARSON,277,"1200 FORMOSA AVE, WEST HOLLYWOOD, CA",-118.346,34.093,1
21347,18485228,02/09/2018 07:50:00 PM,LARCENY THEFT,84,"LA CIENEGA BLVD AND ROSEWOOD AVE, WEST HOLLYWOOD, CA",-118.376,34.08,1
21349,18485330,02/10/2018 03:30:00 AM,LARCENY THEFT,87,"8700 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.381,34.091,1
21354,18529497,03/24/2018 03:09:00 AM,LARCENY THEFT,340,"9000 RANGELY AVE, WEST HOLLYWOOD, CA  90048",-118.387,34.08,1
21380,18492861,02/16/2018 09:00:00 PM,GRAND THEFT AUTO,91,"8200 FOUNTAIN AVE, WEST HOLLYWOOD, CA",-118.369,34.094,1
21396,18728768,10/16/2018 02:00:00 PM,LARCENY THEFT,389,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.386,34.083,1
21400,18732337,09/01/2018 01:30:00 AM,VANDALISM,263,"500 LA CIENEGA BLVD, WEST HOLLYWOOD, CA",-118.376,34.08,2
21401,18725104,10/12/2018 12:15:00 AM,LARCENY THEFT,85,"1200 FORMOSA AVE, WEST HOLLYWOOD, CA",-118.346,34.092,1
21537,18524254,03/20/2018 08:02:30 PM,LARCENY THEFT,340,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,1
21594,18489628,02/14/2018 09:45:00 PM,LARCENY THEFT,340,"1100 CURSON AVE, WEST HOLLYWOOD, CA  90046",-118.355,34.091,1
21653,18559519,04/24/2018 09:58:00 PM,ROBBERY,42,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.367,34.091,1
21657,18529434,03/26/2018 02:20:00 PM,NON-AGGRAVATED ASSAULTS,144,"8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.378,34.088,2
21673,18543799,03/16/2018 12:31:00 PM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.344,34.09,1
21703,18452947,01/10/2018 06:00:00 PM,LARCENY THEFT,383,"1000 N FULLER AVE, WEST HOLLYWOOD, CA  90046",-118.349,34.089,1
21712,18547756,04/13/2018 01:45:00 AM,LARCENY THEFT,387,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.384,34.084,1
21756,18672147,08/19/2018 05:30:00 AM,BURGLARY,72,"1200 HAVENHURST DR, WEST HOLLYWOOD, CA  90046",-118.367,34.094,1
21758,18672540,08/19/2018 03:15:00 AM,LARCENY THEFT,340,"1100 OGDEN DR, WEST HOLLYWOOD, CA  90069",-118.359,34.093,1
21950,18668681,08/14/2018 02:15:00 AM,LARCENY THEFT,340,"900 PALM AVE, WEST HOLLYWOOD, CA",-118.383,34.088,1
21951,18666324,08/13/2018 01:18:00 PM,VANDALISM,263,"1100 LA CIENEGA BLVD, WEST HOLLYWOOD, CA  90069",-118.375,34.09,2
22080,18476993,02/03/2018 03:05:00 AM,NON-AGGRAVATED ASSAULTS,144,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.384,34.084,2
22137,18619655,06/23/2018 06:30:00 PM,ROBBERY,41,"7500 HAMPTON AVE, WEST HOLLYWOOD, CA  90046",-118.354,34.093,1
22139,18648759,07/25/2018 01:45:00 PM,ROBBERY,31,"900 STANLEY AVE, WEST HOLLYWOOD, CA",-118.356,34.088,1
22141,18658157,08/04/2018 02:20:00 PM,AGGRAVATED ASSAULT,51,"9000 CYNTHIA ST, WEST HOLLYWOOD, CA",-118.388,34.087,1
22169,18732978,10/19/2018 11:00:00 PM,LARCENY THEFT,387,"9000 W SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.388,34.09,1
22290,18745756,11/03/2018 04:20:00 PM,NON-AGGRAVATED ASSAULTS,144,"8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.375,34.09,2
22307,18534797,03/31/2018 08:15:00 PM,NON-AGGRAVATED ASSAULTS,146,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.372,34.094,2
22311,18519716,03/15/2018 07:30:00 PM,MISDEMEANORS MISCELLANEOUS,399,"9000 LLOYD PL, WEST HOLLYWOOD, CA  90069",-118.388,34.084,2
22320,18479933,01/31/2018 11:45:00 AM,LARCENY THEFT,340,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.349,34.09,1
22375,18664869,08/11/2018 03:22:30 AM,LARCENY THEFT,384,"1100 LAUREL AVE, WEST HOLLYWOOD, CA  90046",-118.364,34.091,1
22378,18498416,02/22/2018 02:30:00 PM,LARCENY THEFT,340,"LA JOLLA AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.368,34.09,1
22379,18629975,07/05/2018 04:15:00 AM,BURGLARY,62,"900 SPAULDING AVE, WEST HOLLYWOOD, CA  90046",-118.357,34.087,1
22380,18629860,07/04/2018 09:05:00 PM,NON-AGGRAVATED ASSAULTS,144,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,2
22381,18632171,07/06/2018 11:50:00 AM,LARCENY THEFT,81,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.083,1
22393,18777719,12/10/2018 01:22:30 AM,LARCENY THEFT,81,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.384,34.085,1
22440,18458925,01/17/2018 03:45:00 AM,LARCENY THEFT,85,"8300 CLINTON AVE, WEST HOLLYWOOD, CA",-118.371,34.082,1
22460,18503795,02/28/2018 05:00:00 AM,BURGLARY,77,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.368,34.09,1
22660,18773074,12/04/2018 06:10:00 PM,ROBBERY,42,"8300 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.371,34.095,1
22661,18774970,12/06/2018 03:55:00 PM,NON-AGGRAVATED ASSAULTS,146,"8700 BEVERLY BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.077,2
22664,18560592,04/25/2018 07:21:47 PM,DISORDERLY CONDUCT,217,"1200 OZETA TER, WEST HOLLYWOOD, CA",-118.385,34.092,2
22681,18705243,09/22/2018 06:00:00 PM,BURGLARY,78,"7300 ROMAINE ST, WEST HOLLYWOOD, CA  90069",-118.35,34.089,1
22684,18718713,10/06/2018 02:30:00 PM,MISDEMEANORS MISCELLANEOUS,391,"9000 PHYLLIS ST, WEST HOLLYWOOD, CA  90069",-118.389,34.088,2
22789,18783486,12/15/2018 12:07:30 AM,LARCENY THEFT,387,"9000 W SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.388,34.09,1
22790,18783490,12/15/2018 06:37:30 PM,VANDALISM,261,"8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.378,34.088,2
22791,18784804,12/15/2018 06:37:30 AM,LARCENY THEFT,387,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
22792,18784798,12/16/2018 01:50:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
22793,18784799,12/16/2018 01:45:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
22794,18784803,12/15/2018 01:45:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
22795,18783487,12/15/2018 01:40:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
22804,18506857,03/03/2018 11:32:00 PM,ROBBERY,41,"8400 FOUNTAIN AVE, WEST HOLLYWOOD, CA  90069",-118.375,34.092,1
22828,18725659,10/13/2018 03:50:00 PM,GRAND THEFT AUTO,91,"1100 FULLER AVE, WEST HOLLYWOOD, CA",-118.35,34.09,1
22856,18511691,03/09/2018 01:30:00 AM,DRUNK / ALCOHOL / DRUGS,201,"SANTA MONICA BLVD AND SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.384,34.085,2
22857,18512691,03/10/2018 03:16:00 AM,DRUNK / ALCOHOL / DRUGS,201,"CYNTHIA ST AND SAN VICENTE BLVD, WEST HOLLYWOOD, CA",-118.385,34.087,2
22859,18513353,03/11/2018 01:00:00 AM,DRUNK / ALCOHOL / DRUGS,201,"7500 HAMPTON AVE, WEST HOLLYWOOD, CA",-118.353,34.093,2
22883,18504150,02/06/2018 12:00:00 PM,LARCENY THEFT,340,"1000 SIERRA BONITA AVE, WEST HOLLYWOOD, CA  90046",-118.354,34.089,1
22884,18505801,03/01/2018 05:00:00 AM,LARCENY THEFT,340,"1200 N FLORES ST, WEST HOLLYWOOD, CA  90069",-118.371,34.092,1
23011,18478493,02/03/2018 10:15:00 PM,BURGLARY,78,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.351,34.092,1
23053,18532029,03/27/2018 01:30:00 AM,LARCENY THEFT,387,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.082,1
23055,18555992,04/21/2018 02:05:00 AM,LARCENY THEFT,340,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.369,34.09,1
23056,18556508,04/22/2018 01:45:00 AM,NON-AGGRAVATED ASSAULTS,144,"7700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.356,34.09,2
23057,18557303,04/23/2018 12:51:11 AM,LARCENY THEFT,340,"9000 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.388,34.081,1
23075,18604336,06/07/2018 07:30:00 PM,LARCENY THEFT,340,"8600 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.379,34.088,1
23076,18605670,06/10/2018 12:06:00 AM,LARCENY THEFT,340,"HILLDALE AVE AND SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.386,34.09,1
23103,18693770,09/10/2018 07:37:30 PM,LARCENY THEFT,340,"8700 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.382,34.091,1
23109,18597306,06/01/2018 12:00:00 PM,BURGLARY,64,"900 HAVENHURST DR, WEST HOLLYWOOD, CA",-118.366,34.087,1
23113,18574789,05/10/2018 02:30:00 AM,NON-AGGRAVATED ASSAULTS,146,"1200 HORN AVE, WEST HOLLYWOOD, CA  90069",-118.383,34.092,2
23115,18619796,06/23/2018 11:20:00 PM,MISDEMEANORS MISCELLANEOUS,399,"FAIRFAX AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.361,34.09,2
23182,18543684,04/09/2018 04:29:30 PM,BURGLARY,77,"7500 LEXINGTON AVE, WEST HOLLYWOOD, CA",-118.354,34.092,1
23199,18493825,02/18/2018 12:30:00 AM,LARCENY THEFT,386,"8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.375,34.09,1
23200,18493926,02/18/2018 01:00:00 AM,LARCENY THEFT,387,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.082,1
23368,18732389,10/19/2018 09:55:00 PM,BURGLARY,62,"8100 ROMAINE ST, WEST HOLLYWOOD, CA",-118.366,34.088,1
23369,18769974,12/01/2018 03:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"8500 MELROSE AVE, WEST HOLLYWOOD, CA  90069",-118.377,34.081,2
23415,18525323,03/21/2018 10:25:00 PM,LARCENY THEFT,340,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,1
23416,18526295,03/22/2018 08:04:00 AM,DISORDERLY CONDUCT,217,"8200 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.368,34.097,2
23421,18521541,03/17/2018 08:30:00 PM,LARCENY THEFT,340,"8100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.366,34.09,1
23445,18463358,01/21/2018 04:10:00 AM,GRAND THEFT AUTO,93,"1200 DETROIT ST, WEST HOLLYWOOD, CA",-118.345,34.093,1
23469,18475977,02/02/2018 04:15:00 AM,BURGLARY,71,"9000 SUNSET BLVD, WEST HOLLYWOOD, CA  90046",-118.388,34.09,1
23470,18549544,04/15/2018 12:22:00 AM,NON-AGGRAVATED ASSAULTS,144,"8800 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.384,34.09,2
23471,18621056,06/25/2018 06:20:00 AM,ARSON,270,"600 ROBERTSON BLVD, WEST HOLLYWOOD, CA",-118.385,34.081,1
23472,18701367,09/18/2018 05:27:25 PM,LARCENY THEFT,384,"800 WESTMOUNT DR, WEST HOLLYWOOD, CA",-118.378,34.085,1
23473,18606802,06/10/2018 01:30:00 AM,FORCIBLE RAPE,21,"8500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.378,34.088,1
23511,18608072,06/06/2018 04:15:00 PM,LARCENY THEFT,387,"7500 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.354,34.09,1
23527,18733879,10/22/2018 11:45:00 AM,MISDEMEANORS MISCELLANEOUS,391,"1200 LAUREL AVE, WEST HOLLYWOOD, CA",-118.364,34.092,2
23537,18736480,10/24/2018 07:30:00 PM,LARCENY THEFT,340,"8600 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.38,34.091,1
23540,18736464,10/24/2018 07:30:00 PM,LARCENY THEFT,340,"8600 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.38,34.091,1
23542,18736460,10/24/2018 07:30:00 PM,LARCENY THEFT,340,"8600 SUNSET BLVD, WEST HOLLYWOOD, CA  90069",-118.38,34.091,1
23551,18712705,07/11/2018 12:00:00 PM,FORGERY,103,"7900 W NORTON AVE, WEST HOLLYWOOD, CA  90046",-118.364,34.092,2
23562,18729235,10/17/2018 09:40:00 AM,AGGRAVATED ASSAULT,52,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.092,1
23590,18767088,11/28/2018 07:30:00 AM,BURGLARY,64,"1200 HAVENHURST DR, WEST HOLLYWOOD, CA  90069",-118.367,34.091,1
23593,18449748,01/07/2018 09:05:00 PM,NON-AGGRAVATED ASSAULTS,145,"8900 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.387,34.09,2
23594,18450056,01/08/2018 08:37:35 AM,VANDALISM,261,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.092,2
23595,18451632,01/09/2018 01:40:00 PM,VANDALISM,261,"1100 LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.091,2
23726,18575554,05/10/2018 06:50:00 PM,FELONIES MISCELLANEOUS,339,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.351,34.092,2
23728,18678698,08/25/2018 09:14:00 PM,NON-AGGRAVATED ASSAULTS,144,"900 DOHENY DR, WEST HOLLYWOOD, CA",-118.39,34.089,2
23737,18770046,12/01/2018 07:45:00 AM,AGGRAVATED ASSAULT,53,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.368,34.09,1
23759,18777033,12/09/2018 12:10:00 AM,NON-AGGRAVATED ASSAULTS,144,"SANTA MONICA BLVD AND WESTBOURNE DR, WEST HOLLYWOOD, CA  90069",-118.38,34.087,2
23857,18494223,02/17/2018 01:15:00 AM,LARCENY THEFT,340,"SANTA MONICA BLVD AND HUNTLEY DR, WEST HOLLYWOOD, CA  90069",-118.38,34.087,1
23864,18489102,01/02/2018 11:30:00 PM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
23869,18494167,02/18/2018 04:04:30 PM,LARCENY THEFT,389,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.344,34.09,1
23872,18494211,02/18/2018 07:01:00 PM,LARCENY THEFT,83,"1000 LA BREA AVE, WEST HOLLYWOOD, CA  90046",-118.344,34.089,1
23945,18493723,02/18/2018 01:35:00 AM,LARCENY THEFT,340,"HILLDALE AVE AND SUNSET BLVD, WEST HOLLYWOOD, CA",-118.386,34.09,1
23960,18542075,04/08/2018 11:11:00 PM,ROBBERY,41,"1300 LAUREL AVE, WEST HOLLYWOOD, CA",-118.364,34.095,1
24023,18643728,07/19/2018 09:00:00 PM,NARCOTICS,185,"SANTA MONICA BLVD AND VISTA ST, WEST HOLLYWOOD, CA",-118.352,34.09,2
24026,18649871,07/26/2018 05:00:00 PM,NARCOTICS,185,"MELROSE AVE AND CRESECENT HEIGHTS BLVD, WEST HOLLYWOOD, CA",-118.365,34.083,2
24037,18795306,11/03/2018 11:00:00 PM,LARCENY THEFT,87,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.383,34.085,1
24078,18746595,11/04/2018 08:32:00 PM,ROBBERY,42,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90046",-118.344,34.09,1
24339,18700529,09/17/2018 11:19:00 PM,LARCENY THEFT,340,"8400 SUNSET BLVD, WEST HOLLYWOOD, CA",-118.374,34.094,1
24358,18550238,10/14/2017 10:30:00 AM,LARCENY THEFT,84,"7500 HAMPTON AVE, WEST HOLLYWOOD, CA",-118.353,34.093,1
24510,18454963,01/11/2018 02:30:00 PM,LARCENY THEFT,384,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.349,34.09,1
24514,18556979,04/22/2018 04:30:00 PM,GRAND THEFT AUTO,91,"KINGS RD AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.372,34.09,1
24547,18605974,06/10/2018 03:15:00 PM,BURGLARY,65,"900 HARPER AVE, WEST HOLLYWOOD, CA  90046",-118.369,34.087,1
24552,18506301,03/03/2018 05:34:00 AM,AGGRAVATED ASSAULT,54,"9000 RANGELY AVE, WEST HOLLYWOOD, CA  90069",-118.387,34.08,1
24603,18777523,12/09/2018 07:17:30 PM,LARCENY THEFT,384,"8200 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.369,34.091,1
24689,18488557,02/14/2018 07:46:00 AM,AGGRAVATED ASSAULT,53,"8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",-118.386,34.083,1
24702,18494753,02/12/2018 11:45:00 PM,LARCENY THEFT,387,"1100 ALTA LOMA DR, WEST HOLLYWOOD, CA",-118.377,34.091,1
24784,18685447,09/01/2018 05:15:00 PM,LARCENY THEFT,386,"7900 FOUNTAIN AVE, WEST HOLLYWOOD, CA  90069",-118.363,34.094,1
24893,18503238,02/28/2018 02:10:00 AM,VANDALISM,261,"7900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.364,34.09,2
24894,18502331,02/27/2018 02:37:30 AM,VANDALISM,263,"8700 BONNER DR, WEST HOLLYWOOD, CA  90048",-118.381,34.077,2
24895,18684212,08/26/2018 01:30:00 AM,LARCENY THEFT,387,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.383,34.085,1
24904,18518517,03/08/2018 08:40:00 PM,LARCENY THEFT,387,"1100 LA BREA AVE, WEST HOLLYWOOD, CA  90038",-118.343,34.09,1
24911,18513697,03/11/2018 02:30:00 PM,NON-AGGRAVATED ASSAULTS,144,"1100 LA BREA AVE, WEST HOLLYWOOD, CA",-118.344,34.091,2
24913,18518781,03/14/2018 08:05:00 PM,LARCENY THEFT,84,"MELROSE AVE AND WESTMOUNT DR, WEST HOLLYWOOD, CA",-118.378,34.081,1
24936,18672448,08/19/2018 06:55:00 PM,LARCENY THEFT,383,"7100 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.344,34.09,1
24980,18570758,05/05/2018 01:00:00 AM,LARCENY THEFT,389,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90069",-118.385,34.083,1
24981,18568959,04/25/2018 12:15:00 PM,LARCENY THEFT,389,"1100 N GARDNER ST, WEST HOLLYWOOD, CA  90046",-118.352,34.091,1
25050,18570622,05/06/2018 02:40:00 AM,NON-AGGRAVATED ASSAULTS,146,"600 N ROBERTSON BLVD, WEST HOLLYWOOD, CA  90046",-118.385,34.083,2
25066,18474050,01/27/2018 02:00:00 AM,LARCENY THEFT,84,"7300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.349,34.09,1
25106,18446639,01/04/2018 11:03:00 AM,LARCENY THEFT,383,"1000 N FULLER AVE, WEST HOLLYWOOD, CA",-118.349,34.089,1
25149,18655713,08/01/2018 07:00:00 PM,LARCENY THEFT,87,"1000 N KINGS RD, WEST HOLLYWOOD, CA  90069",-118.371,34.089,1
25150,18655597,08/01/2018 06:40:00 PM,LARCENY THEFT,383,"8300 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",-118.371,34.09,1
25265,18780394,12/12/2018 05:56:00 PM,NON-AGGRAVATED ASSAULTS,144,"1200 N LA BREA AVE, WEST HOLLYWOOD, CA  90046",-118.344,34.093,2
